Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Label
"[-36, 2, -29]","[-22, 32, -38]","[-15, 17, -13]","[-26, 0, -8]","[-16, -3, -18]","[-14, -24, -26]","[-1, -26, 0]","[-10, -10, -2]",Evan_001_001
"[-40, 1, -25]","[-23, 31, -42]","[-13, 17, -13]","[-27, 5, -5]","[-19, -2, -23]","[-16, -23, -27]","[0, -24, -2]","[-10, -10, -17]",Evan_001_001
"[-40, 0, -32]","[-22, 31, -43]","[-17, 16, -10]","[-30, 3, -6]","[-18, -6, -27]","[-18, -24, -27]","[-3, -20, -10]","[-8, -10, -14]",Evan_001_001
"[-39, 2, -30]","[-21, 31, -37]","[-17, 17, -11]","[-26, 1, -6]","[-19, -5, -19]","[-17, -23, -26]","[-2, -20, -4]","[-10, -8, -14]",Evan_001_001
"[-36, 0, -30]","[-20, 29, -46]","[-12, 16, -19]","[-27, 1, -11]","[-16, -5, -23]","[-16, -25, -27]","[0, -25, -2]","[-9, -9, -8]",Evan_001_001
"[-42, -2, -26]","[-20, 28, -46]","[-19, 16, -17]","[-29, 0, -8]","[-17, -1, -16]","[-17, -24, -28]","[-4, -26, 2]","[-9, -10, -13]",Evan_001_001
"[-40, -3, -27]","[-20, 25, -33]","[-16, 11, -20]","[-27, -1, -6]","[-11, -2, -21]","[-15, -20, -26]","[-2, -21, -2]","[-10, -9, -7]",Evan_001_001
"[-40, 4, -25]","[-24, 30, -37]","[-10, 15, -9]","[-22, 0, -3]","[-19, -4, -24]","[-14, -25, -28]","[0, -26, -6]","[-9, -7, -8]",Evan_001_001
"[-41, 1, -27]","[-23, 33, -39]","[-15, 18, -11]","[-26, 1, -1]","[-17, -2, -22]","[-18, -26, -31]","[-3, -25, -4]","[-12, -9, -8]",Evan_001_001
"[-39, 0, -26]","[-23, 28, -40]","[-20, 17, -7]","[-25, 0, -4]","[-17, -4, -20]","[-15, -24, -29]","[-2, -23, -2]","[-11, -10, -12]",Evan_001_001
"[-19, -5, 23]","[-22, 0, 0]","[-11, -9, 0]","[-7, -17, 16]","[-12, -3, -15]","[-10, -18, -20]","[2, -17, -7]","[-5, -7, -6]",Evan_001_001
"[14, 4, 31]","[6, -5, 37]","[10, -11, 14]","[7, -9, 20]","[-1, 0, -2]","[3, -8, -7]","[10, -4, 2]","[0, -1, 0]",Evan_001_001
"[-3, 2, 3]","[-5, 1, -1]","[0, -1, 6]","[-3, -1, 2]","[-3, 0, 0]","[0, -4, -3]","[2, -2, 2]","[1, 0, 0]",Evan_001_001
"[-14, 3, -5]","[-3, 10, -3]","[1, 3, 1]","[-4, 0, -5]","[-1, 2, -1]","[-4, -4, -1]","[10, -4, 2]","[4, 0, -2]",Evan_001_001
"[-15, 2, -13]","[-8, 16, -12]","[-2, 7, 5]","[-7, 0, -4]","[-5, 1, -1]","[-6, -6, -11]","[0, -7, 0]","[-2, 2, 0]",Evan_001_001
"[-15, 1, -14]","[-9, 17, -10]","[-3, 5, 0]","[-9, 2, -1]","[-10, 2, -2]","[-8, -4, -11]","[-2, -6, -3]","[-4, -1, 1]",Evan_001_001
"[-15, 3, -13]","[-14, 16, -18]","[-4, 7, -4]","[-11, 3, -4]","[-7, 0, -6]","[-11, -10, -6]","[-3, -5, -2]","[0, 1, 3]",Evan_001_001
"[-15, 1, -19]","[-8, 20, -16]","[-3, 7, -5]","[-9, 3, -3]","[-5, 0, 0]","[-9, -4, -5]","[0, -6, 10]","[-4, 0, 0]",Evan_001_001
"[-14, 0, -14]","[-5, 13, -12]","[-3, 6, -3]","[-5, 1, -1]","[-3, 2, -3]","[-7, -5, 0]","[4, -2, 8]","[0, 0, -1]",Evan_001_001
"[-2, 4, -2]","[-4, 10, 0]","[0, 0, 5]","[-2, 0, 5]","[2, 2, 0]","[-1, 0, 0]","[4, -2, 0]","[1, 1, -4]",Evan_001_001
"[-13, 0, -13]","[-11, 11, -13]","[-8, 4, -3]","[-7, -1, -4]","[-1, 2, 2]","[-9, 1, 6]","[-4, 0, 7]","[0, 0, 3]",Evan_001_001
"[-27, -5, -19]","[-37, 14, -40]","[-24, 12, -4]","[-16, 3, -3]","[-10, 10, 0]","[-31, 15, -16]","[-21, -3, 2]","[-12, 3, 5]",Evan_001_001
"[-26, -1, -20]","[-36, 13, -35]","[-23, 10, -10]","[-18, 2, -2]","[-13, 11, 3]","[-33, 11, -17]","[-20, -1, -6]","[-14, 3, -1]",Evan_001_001
"[-5, -2, 0]","[-8, 0, -7]","[-9, 0, -6]","[-8, -1, 1]","[1, 5, 3]","[-3, 8, 6]","[-3, 6, 6]","[-1, 3, 0]",Evan_001_001
"[0, 0, 0]","[1, -5, 9]","[-3, -6, -1]","[-2, -3, 5]","[6, 2, 5]","[5, 5, 5]","[4, 6, 2]","[4, 6, 1]",Evan_001_001
"[0, 0, 6]","[0, 0, 6]","[0, -6, 1]","[0, -3, 2]","[7, 0, 1]","[4, 1, 2]","[5, 4, -2]","[2, 0, -2]",Evan_001_001
"[-1, 3, 1]","[0, 1, 9]","[2, -1, 3]","[0, -7, 4]","[1, 4, -1]","[2, -2, 0]","[6, 4, 0]","[0, 0, 3]",Evan_001_001
"[3, 4, 8]","[2, 2, 14]","[5, -5, 8]","[1, -2, 2]","[4, 2, 1]","[6, 0, 0]","[7, 0, 3]","[1, 0, 0]",Evan_001_001
"[0, 5, 3]","[2, 3, 6]","[1, -2, 1]","[0, 0, 3]","[4, 0, 0]","[6, -4, 0]","[6, 0, -4]","[2, 2, -1]",Evan_001_001
"[-2, 1, 6]","[3, 5, 11]","[0, 0, 3]","[3, -1, 2]","[0, 0, 0]","[1, -4, 2]","[6, 0, 0]","[5, 0, 1]",Evan_001_001
"[1, 3, 9]","[1, 3, 9]","[2, -4, 7]","[4, -4, 3]","[-2, 4, -4]","[3, -7, -4]","[5, -4, 0]","[2, 0, -6]",Evan_001_001
"[0, 0, 6]","[0, 3, 16]","[1, -4, 9]","[4, -3, 6]","[0, -1, -6]","[3, -5, -4]","[5, -2, -3]","[1, -1, -7]",Evan_001_001
"[-1, 3, 9]","[1, 3, 15]","[1, -3, 4]","[1, -3, 6]","[-1, 0, -4]","[2, -5, -4]","[8, 0, 6]","[1, -1, -2]",Evan_001_001
"[3, 4, 7]","[4, 2, 16]","[3, -5, 4]","[2, -4, 6]","[3, 4, -6]","[4, -7, 0]","[8, -2, 1]","[2, 2, -2]",Evan_001_001
"[0, 4, 6]","[4, 2, 17]","[7, -6, 10]","[4, -5, 8]","[0, 1, -2]","[7, -6, 1]","[5, -3, 3]","[2, -1, -2]",Evan_001_001
"[4, 4, 11]","[7, 3, 17]","[7, -4, 11]","[2, -1, 3]","[2, -1, -7]","[5, -4, 3]","[9, 0, -1]","[4, 1, -1]",Evan_001_001
"[3, 3, 9]","[4, 2, 21]","[8, -7, 10]","[7, 0, 9]","[5, -1, -3]","[7, -6, 2]","[12, -4, -5]","[4, 0, 0]",Evan_001_001
"[1, 2, 7]","[4, 2, 20]","[5, -4, 6]","[2, -2, 8]","[2, -2, -7]","[5, -7, 0]","[10, -2, 0]","[2, 0, -3]",Evan_001_001
"[1, 3, 10]","[3, 3, 15]","[4, -7, 9]","[5, -2, 6]","[0, -1, -6]","[4, -5, -5]","[6, -4, 0]","[2, 0, -4]",Evan_001_001
"[-2, 0, 9]","[-1, 1, 12]","[0, -7, 5]","[-1, -3, 5]","[-1, 4, -6]","[3, -4, -10]","[5, -8, -3]","[-2, -2, -7]",Evan_001_001
"[3, 3, 10]","[5, 3, 21]","[4, -8, 9]","[3, -4, 10]","[-1, 0, -8]","[6, -6, -7]","[6, -4, 0]","[-3, -3, -6]",Evan_001_001
"[3, 4, 16]","[5, 2, 20]","[4, -10, 10]","[5, -2, 10]","[1, 3, -4]","[1, -4, -12]","[7, -3, -2]","[0, 0, -5]",Evan_001_001
"[4, 1, 11]","[2, 0, 27]","[5, -8, 7]","[7, -3, 10]","[0, -2, -6]","[6, -6, -3]","[9, -3, 0]","[1, 0, -6]",Evan_001_001
"[6, 4, 14]","[2, -2, 23]","[6, -8, 8]","[4, 0, 12]","[1, 4, -7]","[4, -5, -7]","[6, -1, 0]","[0, 1, -3]",Evan_001_001
"[3, 2, 18]","[3, -1, 25]","[7, -10, 7]","[5, -3, 15]","[1, 2, -7]","[4, -4, -3]","[9, 0, -3]","[1, 0, -7]",Evan_001_001
"[3, 2, 13]","[5, 0, 29]","[4, -8, 13]","[7, -6, 13]","[1, 1, -3]","[6, -2, -4]","[7, 0, -2]","[0, 1, -1]",Evan_001_001
"[5, 4, 18]","[1, -4, 23]","[4, -6, 10]","[5, -5, 15]","[0, 1, -7]","[6, -4, -5]","[7, -1, 0]","[2, 1, -8]",Evan_001_001
"[0, 3, 21]","[-1, -4, 29]","[3, -14, 12]","[7, -4, 19]","[-1, 0, -7]","[4, -2, -14]","[0, -4, -9]","[0, -1, -3]",Evan_001_001
"[9, 1, 34]","[-6, -9, 40]","[2, -14, 21]","[9, -6, 20]","[-3, 6, -18]","[0, -4, -18]","[0, -4, -10]","[-5, 1, -11]",Evan_001_001
"[6, 3, 39]","[-6, -9, 40]","[2, -15, 27]","[8, -8, 29]","[-5, 4, -11]","[-3, -7, -26]","[-2, -8, -11]","[-4, -2, -12]",Evan_001_001
"[-5, 0, 38]","[-14, -2, 37]","[-1, -15, 26]","[6, -9, 25]","[-9, 3, -17]","[-3, -7, -30]","[-1, -7, -12]","[-6, -1, -10]",Evan_001_001
"[-15, 0, 23]","[-24, 0, 14]","[-8, -9, 16]","[-1, -13, 30]","[-7, 1, -18]","[-12, -13, -24]","[-1, -12, -9]","[-9, -7, -10]",Evan_001_001
"[-19, -7, 41]","[-28, -9, 7]","[-15, -12, 6]","[-9, -17, 22]","[-8, 1, -18]","[-13, -15, -27]","[0, -15, -7]","[-11, -7, -8]",Evan_001_001
"[-37, -10, -8]","[-27, 10, -40]","[-19, 5, -20]","[-24, -11, 1]","[-17, -2, -16]","[-14, -19, -23]","[0, -21, 2]","[-8, -6, -6]",Evan_001_001
"[-38, -7, -10]","[-21, 16, -42]","[-15, 9, -19]","[-25, -3, -1]","[-15, -4, -20]","[-14, -22, -25]","[-3, -19, -3]","[-10, -8, -8]",Evan_001_001
"[-40, -1, -16]","[-24, 24, -39]","[-16, 14, -14]","[-27, -5, 0]","[-18, -3, -19]","[-17, -22, -28]","[0, -21, -4]","[-10, -12, -10]",Evan_001_001
"[-39, -3, -20]","[-23, 27, -40]","[-15, 14, -15]","[-28, -3, 0]","[-16, -5, -15]","[-16, -26, -23]","[-1, -23, -7]","[-11, -10, -11]",Evan_001_001
"[-38, 0, -23]","[-22, 26, -40]","[-19, 15, -15]","[-26, -3, 2]","[-15, 0, -25]","[-16, -21, -31]","[-4, -22, -2]","[-9, -10, -8]",Evan_001_001
"[-38, -3, -19]","[-22, 28, -39]","[-16, 14, -14]","[-26, -3, -4]","[-17, 0, -22]","[-17, -22, -21]","[-3, -21, -7]","[-8, -11, -12]",Evan_001_001
"[-43, -3, -19]","[-24, 23, -46]","[-20, 11, -18]","[-28, -1, -1]","[-19, -4, -21]","[-19, -24, -30]","[-3, -24, -5]","[-11, -7, -10]",Evan_001_001
"[-37, -3, -19]","[-25, 21, -39]","[-15, 8, -19]","[-26, -2, -3]","[-15, -2, -17]","[-17, -22, -26]","[-1, -22, -5]","[-9, -7, -11]",Evan_001_001
"[-38, -4, -23]","[-25, 21, -39]","[-18, 14, -13]","[-23, -2, -1]","[-18, -2, -21]","[-19, -24, -20]","[-4, -23, -1]","[-7, -7, -8]",Evan_001_001
"[-39, -1, -23]","[-23, 22, -40]","[-17, 13, -15]","[-26, -2, -1]","[-17, -3, -16]","[-14, -24, -25]","[-4, -24, -3]","[-10, -10, -13]",Evan_001_001
"[-36, -5, -18]","[-21, 20, -41]","[-17, 12, -16]","[-27, -4, -3]","[-17, -5, -23]","[-17, -23, -32]","[0, -21, 0]","[-9, -8, -3]",Evan_001_001
"[-42, -2, -22]","[-25, 20, -42]","[-19, 12, -17]","[-28, -4, -3]","[-14, -4, -20]","[-17, -18, -26]","[0, -25, -4]","[-11, -10, -6]",Evan_001_001
"[-38, -5, -20]","[-28, 22, -38]","[-17, 13, -16]","[-27, -3, -5]","[-17, -5, -17]","[-16, -21, -24]","[-3, -18, 0]","[-9, -12, -5]",Evan_001_001
"[-37, -3, -20]","[-22, 20, -40]","[-13, 11, -20]","[-27, -4, -3]","[-14, -3, -20]","[-14, -24, -20]","[-2, -21, -3]","[-9, -10, -4]",Evan_001_001
"[-36, -6, -19]","[-23, 21, -37]","[-17, 11, -15]","[-24, -2, -3]","[-15, -4, -21]","[-17, -22, -24]","[-2, -23, -3]","[-10, -11, -6]",Evan_001_001
"[-34, -4, -24]","[-20, 23, -38]","[-15, 15, -16]","[-22, 0, -4]","[-14, -3, -17]","[-16, -22, -20]","[-2, -23, 2]","[-7, -11, -9]",Evan_001_001
"[-29, -6, -19]","[-17, 19, -40]","[-10, 14, -22]","[-25, -3, -5]","[-16, -4, -17]","[-17, -24, -20]","[-2, -21, 2]","[-8, -8, -3]",Evan_001_001
"[-32, -3, -21]","[-15, 23, -42]","[-14, 14, -22]","[-23, -2, -8]","[-16, -7, -14]","[-14, -22, -22]","[-1, -23, 4]","[-10, -9, -1]",Evan_001_001
"[-36, -5, -28]","[-18, 20, -37]","[-15, 14, -22]","[-20, -1, -9]","[-18, -7, -17]","[-14, -22, -20]","[-4, -22, 0]","[-11, -11, -3]",Evan_001_001
"[-34, -5, -23]","[-20, 22, -40]","[-12, 12, -17]","[-21, 0, -7]","[-14, -5, -17]","[-18, -20, -21]","[-2, -24, 0]","[-11, -10, -3]",Evan_001_001
"[-34, -4, -23]","[-17, 20, -39]","[-12, 14, -18]","[-22, -5, -1]","[-19, -6, -14]","[-20, -27, -25]","[-4, -22, -2]","[-10, -10, -5]",Evan_001_001
"[-37, -1, -21]","[-20, 24, -39]","[-17, 16, -19]","[-21, 0, -4]","[-16, -6, -18]","[-17, -23, -17]","[-7, -28, 0]","[-11, -12, -2]",Evan_001_001
"[-37, -5, -21]","[-17, 20, -37]","[-13, 10, -19]","[-23, -3, -4]","[-14, -5, -16]","[-17, -23, -19]","[-3, -20, 2]","[-11, -11, -7]",Evan_001_001
"[-36, -5, -17]","[-17, 21, -39]","[-16, 14, -15]","[-25, 0, -4]","[-18, -7, -17]","[-21, -27, -19]","[-1, -23, -4]","[-11, -9, -12]",Evan_001_001
"[-34, -5, -18]","[-22, 23, -38]","[-12, 15, -17]","[-27, -3, -1]","[-18, -4, -19]","[-20, -22, -19]","[-8, -23, 0]","[-9, -12, -4]",Evan_001_001
"[-35, -2, -20]","[-19, 20, -37]","[-14, 13, -16]","[-24, -1, -7]","[-16, -3, -19]","[-21, -22, -24]","[-1, -23, -3]","[-12, -9, -7]",Evan_001_001
"[-32, -2, -20]","[-18, 20, -38]","[-12, 13, -13]","[-23, -4, -3]","[-17, -5, -13]","[-17, -27, -24]","[-2, -23, 0]","[-10, -9, -7]",Evan_001_001
"[-30, -1, -17]","[-19, 20, -46]","[-12, 13, -16]","[-20, 0, -3]","[-19, -4, -21]","[-19, -23, -23]","[-4, -25, 2]","[-9, -10, -13]",Evan_001_001
"[-33, -5, -20]","[-18, 23, -39]","[-14, 12, -21]","[-24, 0, -10]","[-18, -2, -17]","[-16, -22, -27]","[-3, -18, -6]","[-11, -9, -4]",Evan_001_001
"[-33, -3, -22]","[-18, 23, -40]","[-15, 15, -17]","[-20, -3, -6]","[-17, -3, -21]","[-17, -22, -16]","[-4, -22, 2]","[-9, -12, -6]",Evan_001_001
"[-35, -1, -19]","[-22, 22, -41]","[-16, 13, -17]","[-23, 0, -5]","[-17, -2, -14]","[-16, -20, -24]","[-3, -25, -1]","[-11, -10, 0]",Evan_001_001
"[-38, -3, -20]","[-17, 24, -44]","[-14, 12, -22]","[-25, -3, -10]","[-18, -4, -19]","[-20, -20, -17]","[-5, -23, -6]","[-11, -9, -3]",Evan_001_001
"[-36, -1, -15]","[-18, 21, -43]","[-13, 15, -14]","[-23, -1, 0]","[-17, -2, -17]","[-19, -21, -23]","[-4, -22, 0]","[-13, -10, -9]",Evan_001_001
"[-33, -1, -19]","[-20, 23, -37]","[-14, 13, -20]","[-20, -4, -4]","[-18, -4, -20]","[-19, -23, -20]","[-5, -20, -2]","[-9, -10, -8]",Evan_001_001
"[-34, -1, -17]","[-19, 22, -45]","[-15, 14, -9]","[-25, -3, -10]","[-19, -4, -16]","[-18, -21, -18]","[-2, -23, 0]","[-10, -8, -4]",Evan_001_001
"[-33, -4, -25]","[-16, 23, -44]","[-16, 13, -22]","[-21, -3, -9]","[-17, -4, -11]","[-19, -24, -18]","[0, -21, -1]","[-12, -12, -3]",Evan_001_001
"[-33, -5, -29]","[-19, 21, -43]","[-15, 15, -23]","[-24, -3, -10]","[-14, -2, -15]","[-19, -23, -14]","[-4, -22, 4]","[-11, -12, -4]",Evan_001_001
"[-33, -3, -14]","[-21, 16, -35]","[-13, 10, -17]","[-24, -5, -1]","[-17, 1, -18]","[-17, -18, -23]","[-2, -21, 4]","[-9, -9, -4]",Evan_001_001
"[-4, 1, 37]","[-11, 0, 33]","[-1, -14, 18]","[4, -12, 26]","[-7, -3, -15]","[-4, -16, -19]","[3, -15, -4]","[-6, -7, -5]",Evan_001_001
"[6, 2, 13]","[8, 0, 26]","[9, -6, 4]","[5, -2, 9]","[3, -2, 4]","[5, -8, 0]","[9, -4, 7]","[1, -1, 0]",Evan_001_001
"[-2, 1, 5]","[-4, 1, 7]","[0, -2, 3]","[-3, -3, 11]","[-2, 0, -3]","[-4, -2, -5]","[0, -4, -1]","[-5, -1, 0]",Evan_001_001
"[-3, -2, 11]","[-6, 0, 13]","[-1, -5, 11]","[1, -5, 9]","[-6, 3, -8]","[-4, -4, -18]","[0, -5, -12]","[-7, 0, -10]",Evan_001_001
"[3, 1, 13]","[0, 2, 17]","[0, -5, 10]","[3, 0, 11]","[-4, 1, -8]","[-2, -6, -7]","[0, -6, -5]","[-5, -2, -3]",Evan_001_001
"[2, 2, 13]","[2, 0, 17]","[2, -5, 13]","[5, -3, 11]","[-4, 1, -6]","[2, -6, -9]","[4, -3, -4]","[0, -2, -9]",Evan_001_001
"[3, 5, 14]","[2, 0, 20]","[7, -4, 9]","[3, -6, 11]","[-2, -2, 0]","[1, -5, -5]","[6, -3, 1]","[0, -1, -6]",Evan_001_001
"[1, 3, 12]","[1, 0, 18]","[6, -4, 17]","[4, -4, 13]","[-1, 0, -8]","[0, -8, -6]","[2, -6, -2]","[-2, -2, -2]",Evan_001_001
"[3, 2, 20]","[1, 2, 17]","[7, -9, 14]","[5, -7, 12]","[-4, 0, -6]","[0, -9, -8]","[5, -5, -2]","[-6, -1, -11]",Evan_001_001
"[1, 0, 16]","[2, 4, 17]","[4, -5, 9]","[4, -6, 9]","[-3, 0, -10]","[1, -8, -7]","[5, -5, 1]","[-1, -2, -12]",Evan_001_001
"[0, 1, 10]","[3, 1, 16]","[2, -6, 12]","[1, -2, 9]","[-1, 3, -7]","[1, -5, -3]","[8, -8, 0]","[0, 2, -8]",Evan_001_001
"[3, 6, 14]","[4, 4, 16]","[5, -7, 14]","[5, -3, 6]","[0, 0, -7]","[2, -6, -6]","[4, -3, -1]","[3, 0, -4]",Evan_001_001
"[3, 5, 12]","[6, 5, 16]","[1, 0, 10]","[5, -3, 11]","[1, 0, -6]","[5, -8, -4]","[5, -2, 0]","[0, -1, -6]",Evan_001_001
"[4, 1, 10]","[2, 2, 24]","[7, -5, 6]","[5, 0, 10]","[0, 0, -4]","[2, -9, -10]","[4, -2, -5]","[-2, -2, -4]",Evan_001_001
"[3, 4, 18]","[4, 3, 18]","[6, -6, 8]","[1, -2, 11]","[-1, 0, -9]","[2, -8, -7]","[6, -8, 0]","[0, 3, -8]",Evan_001_001
"[2, 4, 14]","[2, 1, 21]","[3, -6, 8]","[4, -2, 10]","[0, -2, -5]","[2, -7, -8]","[5, -7, -3]","[0, -2, -3]",Evan_001_001
"[4, 1, 16]","[7, 1, 20]","[7, -6, 7]","[7, -3, 14]","[-4, 0, 0]","[0, -8, -6]","[5, -2, -2]","[0, -1, -6]",Evan_001_001
"[4, 0, 17]","[5, 1, 23]","[8, -7, 13]","[8, -3, 15]","[0, 0, -8]","[4, -6, -7]","[6, -7, -3]","[-3, -1, -10]",Evan_001_001
"[3, 3, 16]","[4, 2, 26]","[7, -6, 11]","[7, -5, 12]","[-2, 0, -10]","[3, -12, -9]","[7, -4, 0]","[0, 0, -10]",Evan_001_001
"[3, 4, 17]","[6, 3, 23]","[5, -4, 14]","[6, -3, 12]","[0, -1, -4]","[2, -6, -4]","[9, -4, -1]","[1, -3, -9]",Evan_001_001
"[3, 4, 7]","[8, 2, 20]","[4, -4, 4]","[0, -3, 2]","[1, -1, 2]","[5, -9, 3]","[9, -4, 2]","[1, -2, -2]",Evan_001_001
"[3, 4, 3]","[12, 7, 20]","[3, 0, 7]","[3, -1, 6]","[2, -3, -3]","[4, -9, 5]","[11, -1, 10]","[2, -3, 3]",Evan_001_001
"[4, 6, 4]","[11, 4, 14]","[6, 0, 2]","[5, 0, 5]","[2, -3, 2]","[7, -10, 15]","[11, -2, 10]","[5, 0, 3]",Evan_001_001
"[4, 4, 9]","[8, 7, 16]","[10, -5, 6]","[8, 0, 7]","[5, -4, -1]","[9, -9, 12]","[11, 0, 6]","[3, -2, 1]",Evan_001_001
"[0, 6, 4]","[12, 6, 19]","[8, -1, 10]","[5, 0, 5]","[0, -1, 3]","[9, -13, 10]","[12, -1, 2]","[6, -1, 1]",Evan_001_001
"[2, 7, 1]","[8, 5, 13]","[5, 0, 4]","[5, -1, 4]","[5, -5, 0]","[6, -10, 4]","[13, 0, 3]","[4, -1, 2]",Evan_001_001
"[1, 3, 5]","[8, 8, 15]","[2, -1, 10]","[2, -1, 6]","[4, -2, 1]","[5, -6, 6]","[7, -3, 2]","[0, -2, 3]",Evan_001_001
"[0, 1, 9]","[2, 9, 12]","[3, -3, 11]","[4, 0, 3]","[0, 1, 0]","[0, -4, 4]","[3, 0, 2]","[0, 0, -4]",Evan_001_001
"[-1, 7, 9]","[3, 11, 14]","[4, -2, 8]","[1, 0, 8]","[-1, 2, -6]","[1, -2, 0]","[8, -2, 1]","[2, 0, -9]",Evan_001_001
"[1, 7, 4]","[2, 6, 13]","[7, -1, 5]","[5, 0, 13]","[0, -1, 0]","[3, -5, 3]","[3, 0, 0]","[1, 1, -3]",Evan_001_001
"[4, 1, 3]","[5, 5, 8]","[6, -2, 4]","[5, 0, 5]","[-3, 0, 0]","[0, -7, -1]","[9, -2, 6]","[0, -1, 0]",Evan_001_001
"[0, 2, 4]","[4, 8, 11]","[5, -2, 5]","[4, 0, 7]","[0, -1, 0]","[3, -8, 4]","[6, -3, 3]","[2, -4, 1]",Evan_001_001
"[0, 1, 5]","[2, 5, 10]","[6, -2, 6]","[5, -4, 6]","[0, 0, -4]","[5, -4, 3]","[6, -1, 7]","[0, 0, 5]",Evan_001_001
"[-3, 4, 8]","[-1, 8, 16]","[3, -3, 7]","[0, 0, 11]","[0, 5, -4]","[-1, 0, -4]","[0, 2, -2]","[-1, 1, -4]",Evan_001_001
"[2, 8, 12]","[3, 2, 21]","[6, -4, 10]","[2, -4, 10]","[2, 2, -6]","[0, -4, -3]","[5, 0, 0]","[-1, 0, -5]",Evan_001_001
"[3, 5, 18]","[3, 4, 27]","[8, -5, 17]","[4, 0, 12]","[2, 1, 0]","[5, -3, -7]","[6, -1, 0]","[1, 1, -3]",Evan_001_001
"[5, 5, 24]","[4, 1, 36]","[2, -8, 20]","[8, -3, 18]","[1, 0, -8]","[1, -8, -11]","[2, 0, -6]","[-2, -2, -3]",Evan_001_001
"[-13, 3, 33]","[-25, 1, 30]","[-6, -10, 17]","[-2, -6, 29]","[-12, 4, -24]","[-8, -11, -33]","[-4, -14, -14]","[-9, -2, -6]",Evan_001_001
"[-40, -6, -9]","[-27, 19, -46]","[-22, 9, -13]","[-25, -5, 0]","[-17, -1, -11]","[-22, -18, -17]","[-6, -21, -5]","[-12, -10, -7]",Evan_001_001
"[-35, -4, -26]","[-20, 19, -43]","[-17, 12, -19]","[-26, -4, -5]","[-16, -4, -18]","[-17, -17, -22]","[-4, -21, 0]","[-12, -11, -6]",Evan_001_001
"[-37, -3, -29]","[-20, 24, -40]","[-14, 14, -22]","[-29, -1, -7]","[-16, -5, -19]","[-19, -25, -25]","[-5, -24, 0]","[-11, -10, -7]",Evan_001_001
"[-35, 1, -27]","[-18, 27, -47]","[-14, 15, -24]","[-24, 1, -6]","[-17, -8, -18]","[-18, -24, -26]","[-3, -23, 0]","[-9, -7, -9]",Evan_001_001
"[-38, 0, -32]","[-19, 28, -42]","[-11, 17, -18]","[-24, 0, -7]","[-18, -3, -19]","[-18, -23, -23]","[-4, -22, 0]","[-10, -10, -7]",Evan_001_001
"[-37, 1, -29]","[-17, 30, -40]","[-13, 18, -20]","[-26, 2, -5]","[-17, -3, -16]","[-18, -24, -26]","[-3, -25, 0]","[-7, -11, -7]",Evan_001_001
"[-35, 0, -37]","[-16, 28, -43]","[-11, 18, -21]","[-24, 2, -8]","[-18, -7, -21]","[-17, -23, -21]","[-4, -20, 4]","[-10, -13, -8]",Evan_001_001
"[-36, 0, -31]","[-16, 29, -42]","[-14, 18, -15]","[-27, 2, -13]","[-19, -6, -16]","[-19, -26, -24]","[-2, -20, 0]","[-10, -10, -10]",Evan_001_001
"[-34, 0, -32]","[-13, 28, -38]","[-12, 15, -15]","[-22, 2, -15]","[-16, -3, -20]","[-14, -23, -23]","[-2, -23, 0]","[-8, -8, -8]",Evan_001_001
"[-30, 0, -26]","[-16, 29, -45]","[-13, 13, -16]","[-24, 1, -8]","[-17, -3, -16]","[-15, -24, -21]","[0, -23, 0]","[-10, -10, -8]",Evan_001_001
"[-35, 1, -29]","[-15, 28, -40]","[-10, 15, -15]","[-24, 1, -11]","[-16, -3, -14]","[-15, -27, -23]","[-4, -23, -3]","[-9, -11, -7]",Evan_001_001
"[-32, 0, -25]","[-16, 29, -38]","[-9, 13, -17]","[-21, 0, -10]","[-18, -5, -19]","[-15, -23, -24]","[-3, -20, 0]","[-9, -10, -7]",Evan_001_001
"[-36, 0, -25]","[-15, 28, -39]","[-13, 14, -16]","[-25, 2, -8]","[-17, -2, -19]","[-16, -23, -21]","[0, -21, 4]","[-9, -8, -3]",Evan_001_001
"[-36, 0, -25]","[-17, 26, -41]","[-13, 18, -19]","[-26, 1, -8]","[-19, -4, -13]","[-18, -22, -20]","[-2, -23, 4]","[-8, -11, -9]",Evan_001_001
"[-33, -3, -25]","[-15, 28, -39]","[-15, 15, -19]","[-20, 1, -4]","[-18, -4, -20]","[-15, -22, -20]","[-1, -20, 0]","[-9, -12, -3]",Evan_001_001
"[-32, 0, -25]","[-13, 28, -43]","[-9, 13, -20]","[-23, 0, -8]","[-17, -2, -16]","[-14, -22, -20]","[-1, -24, -3]","[-6, -11, -4]",Evan_001_001
"[-33, 0, -26]","[-18, 25, -37]","[-11, 15, -16]","[-22, 1, -13]","[-16, -4, -15]","[-13, -24, -21]","[-4, -20, 0]","[-9, -10, -8]",Evan_001_001
"[-34, 0, -25]","[-14, 28, -37]","[-12, 13, -20]","[-25, 0, -11]","[-16, -2, -20]","[-17, -21, -21]","[0, -19, -5]","[-11, -11, -8]",Evan_001_001
"[-35, 2, -29]","[-17, 25, -40]","[-13, 16, -16]","[-23, 6, -9]","[-16, -4, -16]","[-17, -24, -25]","[0, -22, -2]","[-6, -10, -5]",Evan_001_001
